mapping,seller_sku,brand
Drawer Organiser-15div-Natural,BM1028,Gobam
Drawer Organiser-4div-Natural,BM1028-1,Gobam
DVL101RD-L,FBM-DVL101RD-L,ZooSnoods
DVL101RD-M,FBM-DVL101RD-M,ZooSnoods
DVL101RD-S,FBM-DVL101RD-S,ZooSnoods
ERGOSUPV3.1-AQBL-S,ERGOSUPV3-AQBL-S,Marvable
ERGOSUPV3.1-CBLK-S,ERGOSUPV3-CBLK-S,Marvable
ERGOSUPV3.1-CORRD-S,ERGOSUPV3-CORRD-S,Marvable
F022x12,SL-MA50-FR81,Inaya
Felt Diaper Caddy,L0-XEB9-BAQS,Finerware
FHLOOK-WH,FHOOK-WH,Unjumbly
FOX101OG-L,FBM-FOX101OG-L,ZooSnoods
Grey Letter Board,CD-4W04-Y25W-FBA,Finerware
HKZ-ZINGERBLUE,HKZ_ZingerBlue_3pc,Hookeze
HSE101BR-S,FBM-HSE101BR-S,ZooSnoods
HXH_4422_Blue,INPDLSP1PBLU,Inaya
IG-0646-49EN,IG-0646-49EN-UK,Bellaforte
IG-0646-49EN,IG-0646-49EN-UPC,Bellaforte
JOC-C2-AWBlack,JOC-C2-AW-Black,Jocuu
JOC-C2-AWBrown,JOC-C2-AW-Brown,Jocuu
JOC-C2-AWWhite,JOC-C2-AW-White,Jocuu
JOC-C2-FPMGreen,JOC-C2-FPM-Green,Jocuu
JOC-C2-FPMPink,JOC-C2-FPM-Pink,Jocuu
Jute Placemats 30 cm x6,Jute Placemats 30 cm,YangQiHome
Jute Placemats 35 cm x6,Jute Placemats 35 cm,YangQiHome
K0004STH,A4-BZZ0-HN2L,Kadams
K0006ST,4J-BCPR-J31G,Kadams
K0006STH,CX-ZZ63-GKY8,Kadams
K0006STHW,BV-YREI-27T4,Kadams
K0007STH,VH-Q4GP-7N2G,Kadams
K0007STHG,TG-72DN-04DS,Kadams
K0007STHP,8V-RAHN-LXN8,Kadams
K0007STHR,PC-GIN3-J2GV,Kadams
K0223S,QZ-25OY-J53Q,Kadams
K0310STH,3N-YWIH-066S,Kadams
K03160BL,N7-548T-DI8Z,Kadams
K2,A5-L7AZ-T7LK,Inaya
K3x50,INBBK50PW,Inaya
Large Basket,D9-1NB3-DJO1,Finerware
Large Basket,LL_2,Finerware
LB5PKMIX,ED-K970-UC2G,Hookeze
LBTP-BLU,LBTP-BLU-FBA,Hookeze
LBTP-BLU,SINPK-BLU2,Hookeze
LBTP-BLU,HOOK2PKBLU,Hookeze
LBTP-YEL,HOOK2PKYEL,Hookeze
LBTP-YEL,SINPK-YEL2,Hookeze
LBTP-YEL,LBTP-YEL-FBA,Hookeze
LEO101YW-S,FBM-LEO101YW-S,ZooSnoods
LH06Gx5,INYMSLV25PG,Inaya
LH06Wx5,INYMSLV25PW,Inaya
MB-BLUE,HKZ_MB_Blue,
MB-GREEN,HKZ_MB_Green,
MB-ORANGE,HKZ_MB_Orange,
MCDV2,INMGCNDBWSL,Inaya
MJ1503-AC6,amzn.gr.MJ1503-AC6-zfmV46WHO16B3en1mW-VG,Jocuu
MTRGV2,INMGTRIABWSL,Inaya
Myrtle Beach-Clear-1-88oz,Myrtle Beach-Clear-1-88 oz,Bellaforte
O0-KHNC-BZP2,O0-KHNC-BZP2-UK,Bellaforte
Party D√©cor Kit,D4-ZBG8-PNJY,Finerware
Party D√©cor Kit,BSB123,Finerware
PLHOLDER-BL,UJB-PLHOLDER-BL,Unjumbly
PLIER-BLU,HELBPLBLUE,Hookeze
Rainbow Letter Board,CD-4W04-Y25W-RAINBOW,Finerware
RBT101WH-L,FBM-RBT101WH-L,ZooSnoods
RBT101WH-M,FBM-RBT101WH-M,ZooSnoods
RBT101WH-S,FBM-RBT101WH-S,ZooSnoods
Rolling Pin-11,BM1033,Gobam
Rolling Pin-13,BM1032,Gobam
Rolling Pin-14.5,BM1042-1,Gobam
Rolling Pin-15.8,GBM1042,Gobam
Rolling Pin-15.8,BM1042,Gobam
Rope Caddy Blue,FNW-RDC-Blue,Finerware
Rope Caddy Pink,FNW-RDC-Pink,Finerware
Rope Caddy XL Blue,FNW-RDC-XL-Blue,Finerware
Rope Caddy XL Original,FNW-RDC-XL-Original,Finerware
Rope Caddy XL Pink,FNW-RDC-XL-Pink,Finerware
Rope Diaper Caddy,TZ-X6K4-DVHX,Finerware
Rope Diaper Caddy,LL_1,Finerware
Round Acacia Tray 30 cm,Acacia Tray Round 30 cm,YangQiHome
S0-YQ7B-NJH8,S0-YQ7B-NJH8-UK,Bellaforte
S0-YQ7B-NJH8,S0-YQ7B-NJH8-UP,Bellaforte
S0-YQ7B-NJH8,S0-YQ7B-NJH8-UPC,Bellaforte
Serving Tray-Black,BM1054,Gobam
Serving Tray-Natural,BM1053,Gobam
SG018GW,INRBG18MGW,Inaya
SHK101BU-M,FBM-SHK101BU-M,ZooSnoods
SHK101GY-L,FBM-SHK101GY-L,ZooSnoods
SHK101GY-M,FBM-SHK101GY-M,ZooSnoods
Shoe Rack 24p Beige,SDO/Beige,Unjumbly
Shoe Rack 24p Grey,9G-LIN2-T1F2,Unjumbly
Shoe Rack 24p Grey,YP-QK84-6YM2,Unjumbly
Shoe Rack 24p Pink,RZ-BR3Z-VEPP - AU,Unjumbly
Shoe Rack 24p Pink,2K-YL63-HRBT,Unjumbly
Shoe Rack 24p Pink,RZ-BR3Z-VEPP,Unjumbly
Shower Caddy-Main-L,BM1008-1,Gobam
Shower Caddy-Main-M,BM1008,Gobam
Shower Caddy-Main-M,MB1008,Gobam
Shower Caddy-Organiser-L,BM1071-1,Gobam
Shower Caddy-Organiser-M,BM1071,Gobam
SINPK-GRN,SINPK-GRN-FBA,Hookeze
SINPK-GRN,OUW-2Z4-UMQ,Hookeze
SINPK-PINK,HOOK2PKPINK,Hookeze
SINPK-PINK,SINPK-PINK-FBA,Hookeze
SINPK-PPL,LBTP-PUR,Hookeze
SINPK-PPL,SINPK-PPL-FBA,Hookeze
Spice Rack-Large,BM1072-1,Gobam
Spice Rack-Small,BM1072,Gobam
Step Stool-10.65,BM1046,Gobam
Step Stool-11.80,BM1047A,Gobam
Step Stool-11.80,GBM1047A,Gobam
Step Stool-7.30,GBM1045,Gobam
Step Stool-7.30,BM1045,Gobam
SWT101WH-L,FBM-SWT101WH-L,ZooSnoods
SWT101WH-M,FBM-SWT101WH-M,ZooSnoods
T9-KTOF-LNX0,amzn.gr.T9-KTOF-LNX0-BbLM81uO3hTHhvZn-LN,Jocuu
THOOK-BL,THOLDER-BL,Unjumbly
Toilet Brush & Holder-Black,BM1009-1,Gobam
Toilet Brush & Holder-Natural,BM1009,Gobam
Toilet Step Stool-S,BM1001A,Gobam
U2-Z8I1-HZ2Q,U2-Z8I1-HZ2Q-UPC,Bellaforte
U7-UTFU-VYH8,U7-UTFU-VYH8-UK,Bellaforte
U7-UTFU-VYH8,U7-UTFU-VYH8-stickerless,Bellaforte
Water Hyacinth Placemats 30 cm x6,Water Hyacinth Placemats 30 cm,YangQiHome
YOD101GG-S,FBM-YOD101GG-S,ZooSnoods
YR-JZES-LPY3,YR-JZES-LPY3-UK,Bellaforte
YR-JZES-LPY3,YR-JZES-LPY3-UPC,Bellaforte
ZO-427S-YYCR,amzn.gr.ZO-427S-YYCR-ZNQUfvt8AUpxct1D-LN,Jocuu
BBTPBLUE,BBTPBLU-stickerless,Hookeze
BBTPBLUE,LBB-FBM,Hookeze
Black Letter Board,amzn.gr.TA-1 Black-YyHRFsu_CCW07Hf8Wn-LN,Finerware
D305-6,INMSLW6PBL-stickerless,Inaya
Door Hook 3.5 4pc White,OI-0EXS-OTQ0,Unjumbly
SINPK-GRN,MV-REYW-NYZQ,Hookeze
SINPK-PPL,LBTP-PP,Hookeze
U7-UTFU-VYH8,U7-UTFU-VYH8-UPC,Bellaforte
LBTP-BLU,HELBMASK,Hookeze
LBTP-BLU,SINPK-BLU,Hookeze
NECKSHIELD,HELBMASK,Hookeze
Coolers-Blue,HISNHER,Hookeze
Coolers-Pink/Purple,HISNHER,Hookeze
LBTP-BLU,HISNHER,Hookeze
SINPK-PINK,HISNHER,Hookeze
MJ-DE-1503-RED,MJ-DE-1503-RED,Jocuu
T9-DE-KTOF-LNX0,T9-DE-KTOF-LNX0,Jocuu
ROUNDCLOCKBLKWHITE-US,ROUNDCLOCKBLKWHITE,Kadams
MDT-moon-lamp-16C-070,MDT-moon-lamp-16C-070,Mydethun
Party Décor Kit,BSB123,Finerware
TA-1 Black,FW_EU_TA-1 Black,Finerware
SO4/Pink (GS1 UPC),SO4/Pink (GS1 UPC),Viverie
ORG/SO2 (GS1 UPC),ORG/SO2 (GS1 UPC),Viverie
Viverie Set of 4 Artificial Succulents,Viverie Set of 4 Artificial Succulents,Viverie
WC/SO4-Orange,WC/SO4-Orange,Viverie
WC/SO4-Blue,WC/SO4-Blue,Viverie
Beer Glass-Clear-4,Beer Glass-Clear-4,Bellaforte
Beer Glass-Clear-6,Beer Glass-Clear-6,Bellaforte
Baby Bib,Baby Bib,Finerware
FWLB-Dark Grey,FWLB-Dark Grey,Finerware
ANV-T00387241,ANV-T00387241,Hookeze
ANV-T00387240,ANV-T00387240,Hookeze
ANV-T00393369,ANV-T00393369,Hookeze
Fairy-light-reindeer-3m,Fairy-light-reindeer-3m,Mydethun
Rolling Pin-14.5,GBM1042-1,Gobam
Toilet Step Stool-M,BM1002A,Gobam
Cosmetic Organiser-14.6-Natural,BM1023,Gobam
Cosmetic Organiser-Rack-S-Natural,GBM1039,Gobam
Cosmetic Organiser-Drawer-L,MB1027-1,Gobam
Rolling Pin-11,MB1033,Gobam
Bath Mat-S-Natural V2,GBM1044,Gobam
Drawer Organiser-15div-Natural,MB1028,Gobam
ORG/SO2,ORG/SO2 (GS1 UPC),Viverie
RP/SO3,RP/SO3 (GS1 UPC),Viverie
SUC-PLSPNK-4,SO4/Pink (GS1 UPC),Viverie
SUC-PLSPNK-4,SUC-PLS-PNK-4,Viverie
SUC-PLSPNK-4,Viverie Set of 4 Artificial Succulents,Viverie
WC/SO4,WC/SO4-Blue,Viverie
WC/SO4,WC/SO4-Orange,Viverie
VIV-FWRMUGSET-PNK-1,FWRMUGSET-PNK-1,Viverie
VIV-FWR-STEM-PNK-2,FWR-STEM-PNK-2,Viverie
VIV-LEAFGUARD-1,LEAFGUARD-1,Viverie
K0007STHBL,8M-LOL5-AAM9,Kadams
KDM-RUBBLU,D6-FNCC-CS4U,Kadams
K0007STHW,GN-R7OO-7ITE,Kadams
K0310STHB,HU-E96O-V5G0,Kadams
K03160R,MB-IP6Y-KK4W,Kadams
K0006STHW,K0006STHW-FBM,Kadams
LBTP-BLU,LBTP-BLU,Hookeze
LBTP-YEL,LBTP-YEL,Hookeze
MAGNHOOK-SINGPCK,MAGHT,Hookeze
SINPK-GRN,SINPK-GRN-FBM,Hookeze
SINPK-PINK,SINPK-PINK,Hookeze
SINPK-PINK,SINPK-PNK,Hookeze
SINPK-PPL,SINPK-PPL,Hookeze
BER101BL-L,BER101BL-L,ZooSnoods
BER102BR-S,BER102BR-S,ZooSnoods
DVL101RD-L,DVL101RD-L,ZooSnoods
DVL101RD-M,DVL101RD-M,ZooSnoods
DVL101RD-S,DVL101RD-S,ZooSnoods
BER101BR-L,FBM-BER101BR-L,ZooSnoods
DER101BR-M,FBM-DER101BR-M,ZooSnoods
DER101BR-S,FBM-DER101BR-S,ZooSnoods
GIR101YW-L,FBM-GIR101YW-L,ZooSnoods
RBT101BE-M,FBM-RBT101BE-M,ZooSnoods
RBT101BE-S,FBM-RBT101BE-S,ZooSnoods
RNO101GY-M,FBM-RNO101GY-M,ZooSnoods
SHK101BU-L,FBM-SHK101BU-L,ZooSnoods
SHK101BU-S,FBM-SHK101BU-S,ZooSnoods
UNI101RW-S,FBM-UNI101RW-S,ZooSnoods
HSE101BR-S,HSE101BR-S,ZooSnoods
RBT101WH-L,RBT101WH-L,ZooSnoods
RBT101WH-M,RBT101WH-M,ZooSnoods
RBT101WH-S,RBT101WH-S,ZooSnoods
SHK101BU-M,SHK101BU-M,ZooSnoods
SHK101GY-M,SHK101GY-M,ZooSnoods
BER101WH-S,FBM-BER101WH-S,ZooSnoods
DER101BR-L,FBM-DER101BR-L,ZooSnoods
FOX101OG-S,FBM-FOX101OG-S,ZooSnoods
SWT101BR-L,FBM-SWT101BR-L,ZooSnoods
RST101YW-M,FBM-RST101YW-M,ZooSnoods
SHK101GY-S,FBM-SHK101GY-S,ZooSnoods
SWT101YW-L,FBM-SWT101YW-L,ZooSnoods
